job_title,salary_from,salary_to,currency,company,main_location,skill_tag1,skill_tag2,skill_tag3,is_multi_location,is_fully_remote,link
IT Service Desk Specialist,7 000,13 000,PLN,Randstad Polska Sp. z o.o.,Gdańsk,Azure AD,Active Directory,Microsoft 365,False,False,https://justjoin.it/job-offer/randstad-polska-sp-z-o-o--it-service-desk-specialist-gdansk-support
Administrator systemów / DevOps,7 500,15 000,PLN,Parleto,Gdańsk,Linux,DevOps,Systems Administration,False,False,https://justjoin.it/job-offer/parleto-administrator-systemow-devops-gdansk-admin-50ed86d9
Senior Backend Engineer (Kotlin),22 500,37 000,PLN,Fourthwall,Poznań,PostgreSQL,Spring,Kotlin,True,True,https://justjoin.it/job-offer/fourthwall-senior-backend-engineer-kotlin--poznan-java-004d2f35
Angular Developer,20 000,26 000,PLN,iD POS,Warszawa,JavaScript,Angular,HTML5,True,True,https://justjoin.it/job-offer/id-pos-angular-developer-warszawa-javascript-456eccfe
SAP MM Consultant,25 000,30 000,PLN,Link Group,Warszawa,Analytical Thinking,English,,True,True,https://justjoin.it/job-offer/link-group-sap-mm-consultant-warszawa-erp-3a161e7c
SAP SD Consultant,27 000,32 000,PLN,Link Group,Warszawa,SAP SD,English,,True,True,https://justjoin.it/job-offer/link-group-sap-sd-consultant-warszawa-erp
SAP CO/PS Consultant,27 000,32 000,PLN,Link Group,Warszawa,Analytical Thinking,SAP,ABAP,True,True,https://justjoin.it/job-offer/link-group-sap-co-ps-consultant-warszawa-erp
SAP FI Consultant,25 000,32 000,PLN,Link Group,Warszawa,SAP,SAP FI,,True,True,https://justjoin.it/job-offer/link-group-sap-fi-consultant-warszawa-erp
Fullstack Web/ Wordpress Developer,5 000,7 000,PLN,Brand new Brand,Kraków,HTML,PHP,CSS,False,False,https://justjoin.it/job-offer/brand-new-brand-fullstack-web-wordpress-developer-krakow-php
IT Cyber Security Consultant,15 000,20 000,PLN,Connectis,Warszawa,CISSP,MS STRIDE,Azure,True,True,https://justjoin.it/job-offer/connectis-it-cyber-security-consultant-warszawa-security
Mid .Net Engineer,15 000,21 000,PLN,XtraMile,Gdańsk,Analytical Thinking,Web API,C#,True,False,https://justjoin.it/job-offer/xtramile-mid-net-engineer-gdansk-net
DevOps Engineer,21 840,26 880,PLN,Holisticon Connect,Wrocław,CI/CD,Kubernetes,,True,True,https://justjoin.it/job-offer/holisticon-connect-devops-engineer-wroclaw-devops
"Full Stack Developer (Java, VueJS)",23 520,26 880,PLN,Link Group,Warszawa,Java,EJB,Bash,False,False,https://justjoin.it/job-offer/link-group-full-stack-developer-java-vuejs--warszawa-java
Software Engineer (Machine Learning - MLOps) - Product Intelligence Team,20 000,27 000,PLN,Tesco Technology,Kraków,Python,Machine Learning,Cloud,False,False,https://justjoin.it/job-offer/tesco-technology-software-engineer-machine-learning---mlops---product-intelligence-team-krakow-python
Programista Front-End (Vue.js),12 000,18 000,PLN,Aplikacje Krytyczne,Warszawa,Vue.js,,,False,True,https://justjoin.it/job-offer/aplikacje-krytyczne-programista-front-end-vue-js--warszawa-javascript
Developer Engineer,19 000,25 000,PLN,APM SOLUTIONS SP. Z O.O.,Warszawa,Java,SQL,Spring,False,False,https://justjoin.it/job-offer/apm-solutions-sp-z-o-o--developer-engineer-warszawa-java
Collibra Consultant,19 000,22 000,PLN,Connectis,Warszawa,BPMN,,,True,True,https://justjoin.it/job-offer/connectis-collibra-consultant-warszawa-data
Junior Full Stack Developer,6 000,11 000,PLN,Lufthansa Systems,Gdańsk,Angular,CI/CD,SQL,False,False,https://justjoin.it/job-offer/lufthansa-systems-junior-full-stack-developer-gdansk-javascript
Analityk E-commerce,15 800,19 200,PLN,PeopleTrust Sp. z o.o.,Warszawa,E-commerce,BPMN,UML,True,True,https://justjoin.it/job-offer/peopletrust-sp-z-o-o--analityk-e-commerce-warszawa-analytics
Java Developer,24 000,26 000,PLN,Connectis,Warszawa,Spring,Java,Kubernetes,True,False,https://justjoin.it/job-offer/connectis-java-developer-warszawa-java-e92a46a7
Service Delivery Manager (Success Factors & SAC),23 000,25 000,PLN,Experis Manpower Group,Warszawa,ITIL,English,,True,True,https://justjoin.it/job-offer/experis-manpower-group-service-delivery-manager-success-factors-sac--warszawa-erp
Technical Specialist (Cloud Platforms & Kubernetes),23 520,28 560,PLN,Experis Manpower Group,Warszawa,AWS,Kubernetes,,True,True,https://justjoin.it/job-offer/experis-manpower-group-technical-specialist-cloud-platforms-kubernetes--warszawa-support
Senior Python Developer,23 000,25 000,PLN,Hays Poland,Wrocław,AWS,Python,,False,False,https://justjoin.it/job-offer/hays-poland-senior-python-developer-wroclaw-python
Senior Backend Developer,18 000,24 000,PLN,User.com,Warszawa,SQL,Git,Python,False,True,https://justjoin.it/job-offer/user-com-senior-backend-developer-warszawa-devops
Mid Backend Developer,14 000,18 000,PLN,User.com,Warszawa,SQL,Python,Git,False,True,https://justjoin.it/job-offer/user-com-mid-backend-developer-warszawa-devops
DWH Developer,13 000,16 000,PLN,HAYS Poland,Wrocław,SQL,Business Intelligence,Enterprise Architect,False,False,https://justjoin.it/job-offer/hays-poland-dwh-developer-wroclaw-data
QA Specialist,22 000,25 000,PLN,Connectis,Warszawa,API,Git,Java,False,False,https://justjoin.it/job-offer/connectis-qa-specialist-warszawa-testing
Senior System Analyst,16 800,23 520,PLN,SCALO,Warszawa,Analiza Biznesowa,,,True,True,https://justjoin.it/job-offer/scalo-senior-system-analyst-warszawa-analytics-9bae2343
Business - System Analyst,16 800,18 479,PLN,SCALO,Poznań,BPMN,Agile,REST API,False,True,https://justjoin.it/job-offer/scalo-business---system-analyst-poznan-analytics
Tester aplikacji i treści (QA),8 000,12 000,PLN,BeeSpeaker AB,Warszawa,Jira,Manual Testing,English,False,True,https://justjoin.it/job-offer/beespeaker-ab-tester-aplikacji-i-tresci-qa--warszawa-testing
ETL Developer,18 500,23 600,PLN,PeopleTrust Sp. z o.o.,Warszawa,Power Center,ETL,T-SQL,False,True,https://justjoin.it/job-offer/peopletrust-sp-z-o-o--etl-developer-warszawa-data
Full stack Developer,20 160,25 200,PLN,Holisticon Connect,Kraków,AWS,TypeScript,,True,True,https://justjoin.it/job-offer/holisticon-connect-full-stack-developer-krakow-javascript
Fullstack Developer React + .NET,17 000,23 000,PLN,VM.PL,Wrocław,React,.Net,.NET Core,False,True,https://justjoin.it/job-offer/vm-pl-fullstack-developer-react-net-wroclaw-javascript
Power BI Developer,7 500,10 500,PLN,Connectis,Warszawa,Power BI,SQL,,False,True,https://justjoin.it/job-offer/connectis-power-bi-developer-warszawa-data-4e3a3446
QA Automation Engineer,20 000,25 000,PLN,Connectis,Warszawa,SQL,ISTQB,Java,False,False,https://justjoin.it/job-offer/connectis-qa-automation-engineer-warszawa-testing
WebLogic Expert,16 000,22 400,PLN,Sopra Steria,Katowice,Oracle WebLogic,WebLogic,SQL,False,True,https://justjoin.it/job-offer/sopra-steria-weblogic-expert-katowice-admin
Frontend Developer (React+JS),10 000,13 000,PLN,SCALO,Kraków,JavaScript,ReactJS,TypeScript,False,True,https://justjoin.it/job-offer/scalo-frontend-developer-react-js--krakow-other
AWS DevOps Engineer,20 100,26 000,PLN,Link Group,Warszawa,AWS,CI/CD,Terraform,True,True,https://justjoin.it/job-offer/link-group-aws-devops-engineer-warszawa-devops
IT Administrator,12 000,16 000,PLN,Premotec Poland,Kraków,Kubernetes,GitLab,Hardware,False,True,https://justjoin.it/job-offer/premotec-poland-it-administrator-krakow-admin
Software Engineer (PHP),11 140,20 690,PLN,NFQ,Kraków,MySQL,PHP,Docker,True,True,https://justjoin.it/job-offer/nfq-software-engineer-php--krakow-php
Senior Manual QC: BI/Data Quality,12 641,15 496,PLN,N-iX,Kraków,SDLC,ETL tools,Jira,True,True,https://justjoin.it/job-offer/n-ix-senior-manual-qc-bi-data-quality-krakow-testing
Project Manager IT,8 500,12 000,PLN,Sparta Loyalty,Kraków,Analiza Biznesowa,Communication Skills,,False,False,https://justjoin.it/job-offer/sparta-loyalty-project-manager-it-krakow-pm
Data Engineer,21 800,30 240,PLN,CLOUDFIDE,Warszawa,DWH,SQL,Python,True,True,https://justjoin.it/job-offer/cloudfide-data-engineer-warszawa
Junior AI Automation Specialist (No-Code),4 700,5 000,PLN,autoMEE,Gdańsk,Communication,English,CRM,False,True,https://justjoin.it/job-offer/automee-junior-ai-automation-specialist-no-code--gdansk-ai
Administrator IT,7 000,12 000,PLN,Professnet Usługi Informatyczne Sp. z o.o.,Warszawa,Databases,Linux / Unix,Azure,False,False,https://justjoin.it/job-offer/professnet-uslugi-informatyczne-sp-z-o-o--administrator-it-warszawa-admin
Marketing Automation Specialist,6 000,12 000,PLN,Onely,Wrocław,English,No-code implementation,LLM knowledge,False,True,https://justjoin.it/job-offer/onely-marketing-automation-specialist-wroclaw-other
Cloud Engineer (DevOps),22 050,31 920,PLN,DNA Technology,Łódź,AWS,Terraform,DevOps,True,True,https://justjoin.it/job-offer/dna-technology-cloud-devops-engineer-lodz-devops
Senior Data Analyst,16 500,23 000,PLN,Vattenfall IT Services Poland,Katowice,PowerBi,,,False,False,https://justjoin.it/job-offer/vattenfall-it-services-poland-senior-data-analyst-katowice-analytics
Senior DevOps Engineer,20 400,26 400,PLN,ADB Polska,Poznań,Linux,TCP/IP,DevOps,True,False,https://justjoin.it/job-offer/adb-polska-senior-devops-engineer-poznan-devops-bf43e780
Mobile Team Leader,20 000,25 000,PLN,Efigence S.A.,Warszawa,MVVM,Jetpack Compose,XML,True,True,https://justjoin.it/job-offer/efigence-s-a--mobile-team-leader-warszawa-mobile
Programista Fullstack (.NET + Vue.js),12 500,18 000,PLN,Aplikacje Krytyczne,Warszawa,.NET C#,Vue.js,,False,True,https://justjoin.it/job-offer/aplikacje-krytyczne-programista-fullstack-net-vue-js--warszawa-net
Programista .NET (Azure),12 500,18 000,PLN,Aplikacje Krytyczne,Warszawa,.NET C#,,,False,True,https://justjoin.it/job-offer/aplikacje-krytyczne-programista-net-azure--warszawa-net
Business System Analyst,13 000,21 000,PLN,Evolution,Warszawa,Agile,English,REST API,False,False,https://justjoin.it/job-offer/evolution-business-system-analyst-warszawa-analytics
Full-stack Engineer,10 500,15 500,PLN,Macrix Polska,Wrocław,.NET C#,.Net,React,False,False,https://justjoin.it/job-offer/macrix-polska-full-stack-engineer-wroclaw-net
iOS Engineer (senior),22 000,26 000,PLN,Tango,Kraków,iOS SDK,Swift,Git,True,True,https://justjoin.it/job-offer/tango-ios-engineer-senior--krakow-mobile-8163261d
Android Engineer (senior),20 000,26 000,PLN,Tango,Kraków,RxJava,MVVM,Kotlin,True,True,https://justjoin.it/job-offer/tango-android-engineer-senior--krakow-mobile-215e2dc4
XML Specialist,16 800,23 520,PLN,SCALO,Katowice,XSLT,XML,WCAG,False,True,https://justjoin.it/job-offer/scalo-xml-specialist-katowice-other
Software Integration Engineer,20 160,22 680,PLN,Link Group,Warszawa,Confluence,AWS,Jira,True,True,https://justjoin.it/job-offer/link-group-software-integration-engineer-warszawa-data
Project Manager (relocation to Saudi Arabia),25 000,33 000,PLN,Connectis,Riyadh,Scrum,EPM,Jira,False,False,https://justjoin.it/job-offer/connectis-project-manager-relocation-to-saudi-arabia--riyadh-pm
Skilled frontend developer,17 000,20 000,PLN,Prosit AS,Rybnik,English,Angular,Communication,True,True,https://justjoin.it/job-offer/prosit-as-skilled-frontend-developer-rybnik-javascript
Network Administrator/Engineer,14 400,19 200,PLN,Link Group,Warszawa,DHCP,TCP/IP,DNS,True,True,https://justjoin.it/job-offer/link-group-network-administrator-engineer-warszawa-admin
Business Analyst,20 000,22 000,PLN,SCALO,Warszawa,Analiza Biznesowa,BPMN2,Enterprise Architect,False,False,https://justjoin.it/job-offer/scalo-business-analyst-warszawa-analytics
Python Engineer (senior),18 000,24 000,PLN,Tango,Kraków,Python,Django,Azure,True,True,https://justjoin.it/job-offer/tango-python-engineer-senior--krakow-python-1d073d96
Code Wrangler (Software Engineer),23 856,57 906,PLN,Automattic,Poland (Remote),Git,Testing,Design Patterns,False,True,https://justjoin.it/job-offer/automattic-code-wrangler-software-engineer--poland-remote--php
Automation Specialist (RPA),21 840,26 880,PLN,Link Group,Warszawa,Workato,Snowflake,SQL,False,False,https://justjoin.it/job-offer/link-group-automation-specialist-rpa--warszawa-data
System Analyst,19 000,22 000,PLN,Connectis,Poznań,Enterprise Architect,SQL,BPMN,False,False,https://justjoin.it/job-offer/connectis-system-analyst-poznan-analytics
C/C++ Developer,18 000,25 000,PLN,Experis Manpower Group,Warszawa,ANSI C,,,True,True,https://justjoin.it/job-offer/experis-manpower-group-c-c-developer-warszawa-c
Specjalista ds. Wsparcia Aplikacji (poziom L2),15 000,20 000,PLN,Connectis,Warszawa,Service Now,Microsoft,ITIL,False,False,https://justjoin.it/job-offer/connectis-specjalista-ds-wsparcia-aplikacji-poziom-l2--warszawa-support
Symfony PHP Developer,9 000,15 000,PLN,The Software House,Gliwice,English,Git,PHP 7.x,True,True,https://justjoin.it/job-offer/the-software-house-symfony-php-developer-gliwice-php
Senior PHP Developer - Symfony,15 500,24 000,PLN,The Software House,Gliwice,Symfony,MySQL,PHP 7.x,True,True,https://justjoin.it/job-offer/the-software-house-senior-php-developer---symfony-gliwice-php
Test Coordinator,23 000,26 000,PLN,Connectis,Warszawa,Scrum,Test Management,Testing,False,False,https://justjoin.it/job-offer/connectis-test-coordinator-warszawa-testing-56b86d08
Senior .NET Developer,21 840,25 200,PLN,Link Group,Warszawa,.Net,GraphQL,frontend,True,True,https://justjoin.it/job-offer/link-group-senior-net-developer-warszawa-net-08330f2b
Adobe Campaign Consultant,20 800,28 800,PLN,Team Connect,Warszawa,XML,SQL,Power Point,True,True,https://justjoin.it/job-offer/team-connect-adobe-campaign-concultant-warszawa-other
Scrum Master,23 000,27 000,PLN,Connectis,Warszawa,Jira,Confluence,Scrum,False,False,https://justjoin.it/job-offer/connectis-scrum-master-warszawa-pm-1bed18a9
Senior Product Owner,19 166,22 428,PLN,N-iX,Kraków,Defining requirements,Agile,,True,True,https://justjoin.it/job-offer/n-ix-senior-product-owner-krakow-pm
IT Project Manager,16 000,19 000,PLN,Connectis,Warszawa,Microsoft Office,SharePoint,Active Directory,False,False,https://justjoin.it/job-offer/connectis-it-project-manager-warszawa-pm-5d43df01
Frontend Developer,11 000,14 000,PLN,DUALMEDIA,Wrocław,HTML,CSS,Angular 16+,False,False,https://justjoin.it/job-offer/dualmedia-frontend-developer-wroclaw-javascript
Analityk biznesowo-systemowy,20 500,25 250,PLN,PeopleTrust Sp. z o.o.,Łódź,Jira,Scrum,UML,False,False,https://justjoin.it/job-offer/peopletrust-sp-z-o-o--analityk-biznesowo-systemowy-lodz-analytics-a8fed602
EDI Technician,12 000,22 000,PLN,Randstad Polska Sp. z o.o.,Gdańsk,XML,JSON,XSLT,False,False,https://justjoin.it/job-offer/randstad-polska-sp-z-o-o--edi-technician-gdansk-erp
SAP FI/CO/AA Consultant,26 000,30 000,PLN,Bytamic Solutions,Warszawa,SAP S/4HANA,SAP FI,,True,True,https://justjoin.it/job-offer/bytamic-solutions-sap-fi-co-aa-consultant-warszawa-erp
Senior ServiceNow Developer,33 600,36 960,PLN,Experis Manpower Group,Gdynia,ServiceNow,English,,True,True,https://justjoin.it/job-offer/experis-manpower-group-senior-servicenow-developer-gdynia-javascript
Senior No-Code Developer (N8N),11 000,16 000,PLN,Onely,Wrocław,No-code implementation,API,English,False,True,https://justjoin.it/job-offer/onely-senior-no-code-developer-n8n--wroclaw-other
No-Code Developer (N8N),6 000,12 000,PLN,Onely,Wrocław,English,LLM knowledge,Webhook,False,True,https://justjoin.it/job-offer/onely-no-code-developer-n8n--wroclaw-other-6ee25709
Senior Python Engineer,25 283,30 176,PLN,dotLinkers,Kraków,Postgres,Python,MySQL,True,True,https://justjoin.it/job-offer/dotlinkers-senior-python-engineer-krakow-python
Lead Python Developer,24 000,29 000,PLN,VML Enterprise Solutions,Poznań,RDBMS,DevOps,ORM,False,True,https://justjoin.it/job-offer/vml-enterprise-solutions-lead-python-developer-poznan-python
"Full Stack Developer (React, Python)",14 000,21 000,PLN,Envirly,Warszawa,React,Python,Docker,False,False,https://justjoin.it/job-offer/envirly-full-stack-developer-react-python--warszawa-javascript-98f8a1be
Business IT Consultant in Automotive sector,15 000,30 000,PLN,Link Group,Wrocław,IT consulting,industry 4.0,digitalization,True,False,https://justjoin.it/job-offer/link-group-business-it-consultant-in-automotive-sector-wroclaw-erp
Junior IT Business Consultant in automotive sector,8 000,16 000,PLN,Link Group,Wrocław,BPMN,DDD,UML,True,False,https://justjoin.it/job-offer/link-group-junior-it-business-consultant-in-automotive-sector-wroclaw-analytics
Senior Java Engineer (with Kotlin&Python skills) - $2000 Welcome Bonus,24 467,27 322,PLN,N-iX,Kraków,Kotlin,Java,Python,True,True,https://justjoin.it/job-offer/n-ix-senior-java-engineer-with-kotlin-python-skills---2000-welcome-bonus-krakow-java
Customer Support Specialist,8 000,11 000,PLN,HAYS Poland,Kraków,Microsoft Office,Firewall,,False,False,https://justjoin.it/job-offer/hays-poland-customer-support-specialist-krakow-support
SAP SD Consultant,21 000,26 000,PLN,Hays Poland,Warszawa,SAP,SAP SD,SAP S/4 HANA,True,True,https://justjoin.it/job-offer/hays-poland-sap-sd-consultant-warszawa-erp
Fullstack Developer (.Net/React),13 000,18 000,PLN,InsERT,Wrocław,Git,.NET C#,Entity Framework,False,True,https://justjoin.it/job-offer/insert-fullstack-developer-net-react--wroclaw-net-9f80df02
C++ Developer,16 800,26 880,PLN,Scalo,Warszawa,PostgreSQL,SQL,C++,False,False,https://justjoin.it/job-offer/scalo-c-developer-warszawa-c
DevOps Engineer,25 200,28 560,PLN,Experis Manpower Group,Kraków,CI/CD,Terragrunt,Python,False,False,https://justjoin.it/job-offer/experis-manpower-group-devops-engineer-krakow-devops
Senior Backend Developer with Node.js ✨,23 000,30 000,PLN,Text SA,Wrocław,Node.js,Redis,TypeScript,False,False,https://justjoin.it/job-offer/text-sa-senior-backend-developer-with-node-js-wroclaw-javascript-67b3f235
"Fullstack (Java, Angular) Developer",18 000,22 800,PLN,Bytamic Solutions,Poznań,Angular,Spring Boot,Java,True,True,https://justjoin.it/job-offer/bytamic-solutions-fullstack-java-angular-developer-poznan-java
Senior Java Engineer,12 641,16 719,PLN,N-iX,Kraków,CI/CD,Java,Spring,True,True,https://justjoin.it/job-offer/n-ix-senior-java-engineer-krakow-java-fe175a7f
Solution Validation Specialist,25 200,28 560,PLN,Experis Manpower Group,Kraków,BGP,Cisco technologies,OpenStack,False,True,https://justjoin.it/job-offer/experis-manpower-group-solution-validation-specialist-krakow-other
Senior SAP MM Consultant,30 000,38 000,PLN,Bytamic Solutions,Poznań,English,SAP MM,,True,True,https://justjoin.it/job-offer/bytamic-solutions-senior-sap-mm-consultant-poznan-erp
